,USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION,YEAR,MONTH,DAY,TIME,YEARMONTH,Flag,temp
30,瞄你一眼万物不及,巴特罗之家迷人的外观用达利的描述是最为贴切的：“高迪依照大海的形态建造了这座宫殿，展现了暴风雨中波涛汹涌的景象，生动刻画了日暮时分云彩在水中的倒影以及各种情状的大海”，而行走在建筑物中时，仿佛走在巨龙的体内，而彩色的屋顶正是盘旋着的龙身，身上的鳞片清晰可见 2西班牙·巴特罗之家 ​,2017年12月28日 04:54,评论 1, 3,西班牙·巴特罗之家,2017,12,28,04:54,201712,22,0.09865470852017937
32,会飞的荧光小马甲,_____来到了西班牙🇪🇸巴塞罗那，第一站巴特罗之家👣 2西班牙·巴塞罗那 ​,2017年12月27日 22:13,评论 4, 6,西班牙·巴塞罗那,2017,12,27,22:13,201712,23,0.23140495867768596
33,巴特罗之家,💞❄️巴特罗之家下雪了！你当真要错过？圣诞假期这几天房子里里外外的雪都堆积得那么高了。快来感受犹如孩童初次看到雪景一般的兴奋与激动。#西班牙巴塞罗那##巴特罗之家##建筑##圣诞节##HaveASnowyDay# ​,2017年12月27日 18:50,评论 , 5,,2017,12,27,18:50,201712,24,0.16842105263157894
34,彼特杨的人生,巴塞罗那～一个很值得去的地方，比如巴特罗之家 L爱旅游的杨进的秒拍视频 ​,2017年12月27日 12:11,评论 , 1,,2017,12,27,12:11,201712,25,0.18487394957983194
35,闲而言之,我的酒店就在巴特罗之家Casa Batlló隔壁，推开阳台落地窗，50米外就是如此魔幻的画面。高迪说:“直线属于人类，曲线归于上帝。”大学的时候，无论艺术史还是建筑史老师，每每说起他来都滔滔不绝。Antoni Gaudi i Cornet（1852～1926）孤僻沉默、衣衫褴褛、成天工作、无浪漫史，他留给巴塞罗那大大小小200多处建筑，他是史上绝无仅有的建筑大师，有7处作品被列入世界文化遗产，有17处被列为西班牙的国家文物。 收起全文d,2017年12月27日 06:33,评论 , ,,2017,12,27,06:33,201712,26,0.11258278145695365
36,VictoriaQMarcie,#圣诞快乐# 我在西班牙等巴特罗之家的雪停等落地窗上的彩色玻璃褪色等米拉之家的天黑等塞维利亚里比我更高的圣诞树也等一个不知何时才会出现的你现在的我假装赶上了圣诞的尾巴对你说一声Merry Christmas🎄@白敬亭 2西班牙·塞维利亚 ​,2017年12月27日 04:03,评论 , 10,西班牙·塞维利亚,2017,12,27,04:03,201712,27,0.10891089108910891
37,你是太阳蒸发了彷徨,"""直线属于人类 而曲线属于上帝""2026年圣家族大教堂完工后 要再来看一次这个建了一百多年倾注了高迪和各代建筑师心血的建筑只要看到屋顶如雕塑般的烟囱和优美的曲线就能知道这是高迪的作品 美观与功能兼具 佩服他的想象力 相比米拉之家 更喜欢巴特罗之家 海洋气息浓郁 极佳的采光和通风 弧形的木质门窗以及实用独特的黄铜门窗把手 2西班牙·巴塞罗那 收起全文d",2017年12月27日 01:10,评论 , ,西班牙·巴塞罗那,2017,12,27,01:10,201712,28,0.13178294573643412
39,满君奥,#东方神起出道十四周年##冬天，你好##传诵新声#【高迪的骨头房子】童话世界般的巴特罗之家位于西班牙巴塞罗那市，以造型怪异而闻名于世，建筑设计历史上经典之一。 真的很适合拍下来做明信片呢~ ​,2017年12月26日 12:51,评论 , 1,,2017,12,26,12:51,201712,129,0.797752808988764
41,Ver2无厘头King,Day10.🎅🏻🎄🎉🎁📍巴特罗之家惊叹于高迪建筑师的创意漫步海滨…现在躺在房间里看夕阳 2西班牙·W Barcelona Hotel ​,2017年12月26日 01:32,评论 , 6,西班牙·W Barcelona Hotel,2017,12,26,01:32,201712,32,0.16
42,_悦涵,从巴黎一路慌张一路匆忙的来到了西班牙 西班牙人真的温暖又热情 酒店前台喜欢中国的小哥 努力和我英语交流一说话就脸红的帮我配隐形眼镜的  相对于巴黎的阴雨绵绵这边的太喜欢巴塞罗那了 。第一天的 巴特罗之家真的让人沉浸 高迪真的是天才 没有直线的建筑 大自然永远是我的导师 波浪 漩涡 色彩 海洋元素 让人置身海波 留言簿上布满了amazing genius.... 还有同班好友Nuria哥哥的餐厅 真的太完美了 巴塞罗那真的让人不想离开 2西班牙·巴特罗之家 收起全文d,2017年12月26日 00:16,评论 , 9,西班牙·巴特罗之家,2017,12,26,00:16,201712,33,0.11356466876971609
43,杨暖暖嗯嗯,在巴特罗之家有一次奇妙的邂逅 好希望和那个人再次相遇  2西班牙·巴塞罗那 ​,2017年12月26日 00:02,评论 , 1,西班牙·巴塞罗那,2017,12,26,00:02,201712,34,0.23140495867768596
45,好摄的老贺,"住在大海之上是啥感觉——米拉之家——每日美图：西班牙·巴塞罗那 米拉之家是高迪设计的最后一个私人住宅。当时是富豪米拉先生（Pere Milà）因非常欣赏高迪为巴特罗先生设计的巴特罗之家CASA BATLLó ，为了和富孀 Roser Segimon 结婚，而请高迪设计的。米拉之家 （CASA MILà）建于1906年至1912年间，坐落在西班牙的巴塞罗那市区里的Eixample 扩建区、格拉西亚大道（Passeig de Gràcia）上。米拉之家的拱顶，呈现抛物线或悬链线的形状米拉之家是高迪设计的最后一个私人住宅，占地1,323平方米，有33个阳台，150扇窗户，3个采光中庭（2个大中庭，1个小天井），6 层住宅，1层顶楼（阁楼），1个地下停车场，共有3个门面，两个正门入口。 收起全文d",2017年12月25日 21:31,评论 , ,,2017,12,25,21:31,201712,36,0.11136890951276102
46,巴特罗之家,巴特罗之家装扮上最美的圣诞，每天下午五点半起，正门立面点起变化多彩的灯光。等你来！#巴特罗之家# #圣诞节# #HaveASnowyDay# L巴特罗之家的秒拍视频 ​,2017年12月25日 20:48,评论 2, 9,,2017,12,25,20:48,201712,37,0.12048192771084337
47,Xing_迷伱,巴特罗之家，从此爱上了高迪，还有马赛克[爱心]CASA BATLLÓ – GAUDÍ BARCELONA 2西班牙·巴特罗之家 ​,2017年12月25日 15:24,评论 , 1,西班牙·巴特罗之家,2017,12,25,15:24,201712,38,0.14965986394557823
48,空崖生花,春哥发来粉色的巴特罗之家，我说，我今天也很粉色的…… ​,2017年12月25日 05:07,评论 , ,,2017,12,25,05:07,201712,39,0.2
49,小丸子_Christina,高迪第一件作品两周前刚刚开放，吃瓜群众基本没有，与之前去的大热的米拉之家和巴特罗之家还是很不一样的，超值得一来 2西班牙·巴塞罗那 ​,2017年12月25日 01:28,评论 , 2,西班牙·巴塞罗那,2017,12,25,01:28,201712,40,0.24161073825503357
50,王斯洛夫_斯基,巴塞罗那巴特罗之家+桂尔公园+圣家堂好喜欢高迪巨巨的设计风格啊 ​,2017年12月25日 00:10,评论 , 9,,2017,12,25,00:10,201712,41,0.1565217391304348
51,Lingling-Cremia,巴特罗之家出来偶遇知名甜点店，本地的叔叔阿姨们成卡车的买😂味道确实很不错 人家的气候真的好，坐在路边椅子上，太阳晒着暖暖的，冬天天气也不冷。#MerryChristmas# 2西班牙·巴塞罗那 ​,2017年12月24日 20:52,评论 , ,西班牙·巴塞罗那,2017,12,24,20:52,201712,42,0.15555555555555556
54,朝花夕拾-宜,心血来潮去大悦城看高迪展 想找到西班牙那时候的感觉 国内的展 真心。。。 唯一欣慰的是看到纪录片里面巴特罗之家的灯光秀 如果在现场的话 一定很赞 看完喝了杯石榴汁（又想念土耳其）继续摩天轮 本欣喜的想看夜景 某人说 你应该会大失所望 所以。。。好吧 晚饭 为了我的减肥大计和明天的胡吃海喝 某人建议选择清淡的潮汕粥 也间接的弥补了汕头的遗憾 点了凉茶 很正 暖心 蚝仔烙 很新鲜 但少了鱼 少了嫩滑的感觉 太极羹 某人专门点了给我拍照用的 可意外的鲜美 等于蟹肉羹 凉菜肚子 很入味 水蟹粥加了半斤鲍鱼 鲜美的无与伦比 蛮正宗的一家潮州菜 又想去潮汕了  。。。 收起全文d,2017年12月23日 22:30,评论 , ,,2017,12,23,22:30,201712,44,0.08130081300813008
56,Dora大小怪,重温高迪之城的大悦城展览～和真的相比……假的简直没法看～奎尔公园的蜥蜴凳子～巴特罗之家的海洋渐变色圣家堂大概是太宏伟了～展览再Copy，就显得太亵渎了～不过还是很赞大悦城的心思，如今传统商家，靠打折是吸引不了人气啦！转型道路上，有你也有我～我们每个人都是自己的IP～来杯百武西缓一缓～ 2上海·大悦城 收起全文d,2017年12月23日 17:55,评论 , ,上海·大悦城,2017,12,23,17:55,201712,46,0.13445378151260504
58,Duoniya-,【Casa Batllò & Casa Milà】【巴特罗之家 & 米拉之家】Gaudí 的建筑有多震撼，是我用相机记录不来的…只有身临其境，才模糊知晓他说的那句“直线属于人类，而曲线属于上帝”⚜️ 2西班牙·Barcelona ​,2017年12月23日 01:19,评论 , 17,西班牙·Barcelona,2017,12,23,01:19,201712,48,0.1414141414141414
59,巴特罗之家,亚洲最大的高迪特展到上海了！一直到明年3月4日都可以到上海大悦城参观巴特罗之家的迷宫艺术廊喔！#巴特罗之家##高迪##建筑# ​,2017年12月22日 17:06,评论 1, 6,,2017,12,22,17:06,201712,49,0.1780821917808219
61,禾子培培,"Barcelona, your stage name is Antoni Gaudi i Cornet.米拉之家巴特罗之家圣家堂奎尔公园Amazing Gaudi 2西班牙·巴塞罗那 ​",2017年12月22日 05:41,评论 , 1,西班牙·巴塞罗那,2017,12,22,05:41,201712,51,0.16
64,巴特罗之家,🤓🙄🤔猜猜看哪位大师会这么画巴特罗之家的立面？A.梵高 B.毕加索 C.德拉克洛瓦#巴特罗之家##高迪##建筑# ​,2017年12月21日 17:50,评论 4, 3,,2017,12,21,17:50,201712,53,0.15714285714285714
65,上海jiajun,"巴特罗之家 . 继圣家堂、米拉公寓后 , 在巴塞罗那参观的第三个世界文化遗产建筑、高迪的又一杰作 . 巴特罗之家是建筑师高迪和茹若尔合作设计建造的一座建筑 , 建于1877年 , 在1904-1906年重新改建 . 建筑内部设计秉承了高迪一贯的风格 , 没有棱角 , 全是柔和的波浪形状 . 图 : 摄于2017年11月 2西班牙·巴特罗之家 收起全文d",2017年12月21日 06:43,评论 2, 6,西班牙·巴特罗之家,2017,12,21,06:43,201712,54,0.15444015444015444
66,上海jiajun,"巴特罗之家的建筑以海底世界为主题 , 设计灵感据说来自于加泰罗尼亚地区的民间故事---圣乔治屠龙救公主 . 建筑的外墙镶嵌着彩色的陶瓷和玻璃 . 在阳光下 , 光彩夺目 . 该建筑完工时 , 高迪称其为 : 看起来像是一座天堂的房子 . 至于阳台(图 : 6-9)上的建筑与米拉公寓阳台有异曲同工之妙 . 图 : 摄于2017年11月 收起全文d",2017年12月21日 06:42,评论 1, 7,,2017,12,21,06:42,201712,55,0.09411764705882353
72,巴特罗之家,❄️在Istagram分享你的巴特罗之家雪景照片，标注话题#HaveASnowDay#，就有机会赢得两张门票和圣诞大礼哦！#巴特罗之家##巴塞罗那##下雪了# ​,2017年12月19日 17:21,评论 4, 1,,2017,12,19,17:21,201712,60,0.15950920245398773
73,爻又,今日份的高迪魔力#巴特罗之家# 2西班牙·巴塞罗那 ​,2017年12月19日 05:30,评论 7, 8,西班牙·巴塞罗那,2017,12,19,05:30,201712,61,0.29357798165137616
76,喵莫愁,到巴塞的第一个下午，阴天。还没能感受到它的张扬与不羁，朋友用“清冷”来形容今天的人与天气。这种天气无论去哪个景点都是对那个景点的辜负，所以选择用吃来消耗一整天。刚刚经过一家网红店，名叫Tapa Tapa，位于巴特罗之家对面。 tapes品种很丰富，价格也平民，看菜单时简直想每份来一样。 其中的西班牙海鲜饭尤其实在，18欧就吃到了青口、鱿鱼、虾、贝壳。  米饭对中国人来说稍微硬了些。我在英国吃多了松散的米饭，觉得十分美味了。 2西班牙·巴塞罗那 收起全文d,2017年12月18日 23:30,评论 45, 111,西班牙·巴塞罗那,2017,12,18,23:30,201712,64,0.09646302250803858
77,花吃了那那个长颈鹿,//@建筑史教师万谦:要去不止一次。//@巴特罗之家:高迪朝圣之旅，一辈子终究要来一次的。  #巴塞罗那#  #巴特罗之家# #CasaBatllo# #高迪#  #建筑#,2017年12月14日 19:20,评论 , 1,,2017,12,14,19:20,201712,72,0.14285714285714285
78,巴特罗之家,⚡️巴特罗之家妆点圣诞！每天下午五点半起，正门立面上演千变万化的彩色灯光秀。等你来哦！👋🏻👋🏻👋🏻#西班牙巴塞罗那##建筑##巴特罗之家##圣诞节##灯光秀# ​,2017年12月18日 15:46,评论 2, 5,,2017,12,18,15:46,201712,66,0.2085889570552147
79,冰冰Iris,高迪说，直线属于人类，曲线属于上帝。巴特罗之家 Casa Batlló 是高迪营造的又一个童话世界。柔软的线条在公寓内部个个角落延展，房间看上去仿佛分化出的一个个有机细胞，壁炉设计成可爱的蘑菇形状，天花板就像正在融化的奶油，以漩涡状沿墙壁流淌下来，所有的墙壁、窗棂、门框、扶手、家具，甚至小到门把手，都没有任何生硬的直线条设计，一切都回归到让人最感舒服的状态。 收起全文d,2017年12月18日 06:58,评论 , 2,,2017,12,18,06:58,201712,67,0.11940298507462686
80,多吃多睡多写文的小仙女,超级喜欢巴特罗之家的黑科技AR导游机！,2017年12月17日 18:25,评论 , ,,2017,12,17,18:25,201712,68,0.1188118811881188
82,手机用户的小小小号,天才设计师高迪杰作之一 巴特罗之家 可以说是把几何图形发挥到极致并且又能做到实用与美观性相结合没有想到男生跳弗拉明戈能这么好看！完！ ​,2017年12月17日 09:32,评论 5, ,,2017,12,17,09:32,201712,69,0.16
85,柒秒锺,梦见周末回家，父母买了栋房子，在里面差点迷路，很多波纹的玻璃窗，仔细一看，这不是巴特罗之家么真是个美梦啊而现实是下周起即将到暗不见天日的小黑屋工作借照片回忆一下真正的巴特罗之家。 ​,2017年12月16日 13:38,评论 2, 2,,2017,12,16,13:38,201712,71,0.12716763005780346
87,摩英国际熊威Anson,"Day 1 之 梅西餐厅梅老板开的餐厅就在市中心，坐地铁，走走路都挺方便的，旁边是非常宽的格拉西亚大道，类似于上海的淮海路，好多有名的建筑，巴特罗之家，米拉之家之类的。梅西餐厅面积不小，不过说实话，菜吃不太习惯啊，哈哈。和一群有共同爱好共同语言的小伙伴来朝圣，才是最开心的。俏皮的服务员帮我们拍合影时带着大家喊""messi messi messi""的，也是带了一波小节奏啊，哈哈。PS：上周梅西老板带着队友们刚刚来餐厅吃过饭庆功呢。同一空间 不同时间 梅西大帝 有缘见面#巴塞罗那梦想之旅##巴萨朝圣梦想之旅##西班牙国家德比# @体坛滨岩 @巴萨球迷俱乐部 @巴萨上海红蓝魂球迷会 @巴萨新闻 2西班牙·巴塞罗那 收起全文d",2017年12月15日 14:47,评论 1, 3,西班牙·巴塞罗那,2017,12,15,14:47,201712,73,0.09620253164556962
88,田雨诺的小屋,西班牙·巴塞罗纳 观安东尼奥·高迪的经典建筑神圣家族大教堂、米拉公寓、巴特罗之家。 2西班牙·巴塞罗那 ​,2017年12月15日 12:31,评论 , 1,西班牙·巴塞罗那,2017,12,15,12:31,201712,74,0.2518518518518518
90,Esther小萱萱,路过巴特罗之家粉红色的彩灯✨下着泡泡🎇大家都站在下面互相拍照👫📷👭📷👬想到自己一个人🙍🏻以防难过🙅🏻果断走开 ​,2017年12月15日 00:54,评论 1, 3,,2017,12,15,00:54,201712,75,0.13043478260869565
93,巴特罗之家,当你觉得已经把巴塞罗那最魔幻的立面都看尽了，巴特罗之家却为你带来了更多的惊喜。#巴特罗之家##建筑##圣诞节##HaveASnowyDay# ​,2017年12月14日 19:19,评论 2, 7,,2017,12,14,19:19,201712,78,0.15584415584415584
95,巴特罗之家,今年圣诞节巴特罗之家与联合国儿童基金会Unicef共同合作，将圣诞节这段期间的门票的1%捐献出来，让最需要的孩子获得帮助！#巴特罗之家##西班牙##圣诞节##CierraUNICEF# ​,2017年12月13日 19:49,评论 , 2,,2017,12,13,19:49,201712,80,0.11363636363636363
97,EngelVolkersBarcelona安阁房产,下雪的巴特罗之家！,2017年12月12日 20:36,评论 , 1,,2017,12,12,20:36,201712,82,0.13186813186813187
98,巴特罗之家,圣诞魔法再度降临巴特罗之家，即日起至1月7日，巴特罗之家内内外外都下雪啦！快来感受冰雪圣诞的美丽惊喜吧！#巴特罗之家# #圣诞节##建筑# #下雪了# L巴特罗之家的秒拍视频 ​,2017年12月12日 20:36,评论 2, 4,,2017,12,12,20:36,201712,83,0.16374269005847952
99,财郡猫216,“高迪筑迹”，迷你版的巴特罗之家真的好Q😍😍现在的VR技术真厉害，身临其境的感觉真是赞！@巴特罗之家 ​,2017年12月12日 17:29,评论 1, 1,,2017,12,12,17:29,201712,84,0.1791044776119403
101,有度旅行,"#欧洲旅行##西班牙旅行# 去了是高迪改造的蓝色童话【巴特罗之家】，瞬间被高迪圈粉！整栋建筑的外墙贴满迷幻的马赛克，还有酷似斑斓鱼鳞的屋顶……在阳光的照耀下简直美炸了～地址：Passeig de Gràcia, 43, 08007 Barcelona ​",2017年12月12日 14:42,评论 , ,,2017,12,12,14:42,201712,89,0.18181818181818182
108,巴特罗之家,【圣诞礼物】戴上巴塞罗那最具代表性的高迪标志图案，手工纯丝领带，不论是巴特罗之家的碎瓷砖拼贴或是格拉西亚大道的人行道地砖图案都充满浓浓高迪风。#巴特罗之家##圣诞礼物##高迪##领带# ​,2017年12月11日 19:52,评论 2, 1,,2017,12,11,19:52,201712,92,0.125
109,巴萨上海球迷会PABShanghai,如果一个人可以是一支球队，我愿意是巴萨！ #forçabarça # #爱足球才爱巴萨# #Visca el Barca# //@巴特罗之家:再加上一句！如果一个人可以是一栋房子，我愿意是巴特罗之家！  #西班牙巴塞罗那#  #旅游#  #巴特罗之家#  #建筑#,2017年12月03日 11:09,评论 , 3,,2017,12,03,11:09,201712,93,0.14018691588785046
112,刘_小鱼儿,最近偏爱豆奶拿铁，更爱从巴特罗之家扛回来的杯子，以及不用出门便可以沐浴在阳光里的家。 ​,2017年12月10日 15:44,评论 , 2,,2017,12,10,15:44,201712,95,0.15873015873015872
116,DanielChen707,大牛带你进入高迪的经典创作之一（巴特罗之家）内部设计也秉承了高迪一贯的作风，没有直线和棱角，全是柔和的波浪形、曲线，一扇门、一个门把手、一张座椅，曲线迎合人的身体线条，各处体现着的小细节给人无限的感叹。从底层经由高迪特别为巴特罗之家设计的高雅木制楼梯才能达到第二楼层的大厅。楼梯扶手的顶饰格外精致，金属制成的薄片彩带环绕着一个橙色玻璃制的球体。大厅内部的天花板平坦溜光的质地表面以漩涡状向周围抛出，透过可以上下开框的大窗可以看到格拉西亚大街。建筑内天井的设计灵感来源于深海，为了制造温和的光差，高迪采用了15000块五种不同色调的蓝色瓷砖，越靠近建筑的顶层，瓷砖的颜色越深，仿佛正从波光粼粼的海面逐渐下沉潜入海底深渊。与其它楼层丰富多彩的装饰及设计形成对比，阁楼的墙面采用了纯白色调，以悬链式拱形结构为基本建筑架构，让人联想起巨型动物的胸腔与肋骨，同时还具有整幢建筑的温度调节功能。巴特罗之家的建造来自于巴塞罗那市当年的一次建筑设计比赛，高迪的灵感来自于圣乔治屠龙救公主的民间故事。二楼的大落地窗和细小的装饰外柱让人想起巨龙的牙齿，外部瓦顶的设计与排列是巨龙多麟的龙身，鳞片状拱起的屋顶就像是是巨龙的脊背，屋顶上高耸的十字型塔是插入龙身中的那把圣剑。另一个从大自然的物象中汲取灵感的设计是通往屋顶的螺形楼梯，高迪偏爱着这种极具自然韵律的曲线造型，并赋予巴特罗之家顶楼的平台一种特殊的风格，烟囱和通风道的表面由碎瓷马赛克拼贴，又是高迪独创艺术风格的具体展现。@GoPro L郑王奇的秒拍视频 收起全文d,2017年12月10日 08:19,评论 , 1,,2017,12,10,08:19,201712,97,0.060109289617486336
120,这里欧洲,"巴塞罗那巴特罗之家 | Casa Batllo高迪曾说，“直线属于人类，曲线属于上帝”，巴特罗之家的设计也继续秉承高迪一贯的风格，充满了没有棱角的柔和波浪。高迪用这栋六层的公寓楼讲述了一个童话般的故事，美丽的公主被龙困在城堡里，加泰罗尼亚的英雄圣乔治为了救出公主用剑杀死了龙，龙的血变成了一朵鲜红的玫瑰花，圣乔治把它献给了公主。这座房子的每一个设计都有着特殊的含义，例如屋顶十字架形的烟囱代表着圣乔治的宝剑，外立面的彩色瓷片代表龙鳞，房间顶部的螺旋造型象征大海的漩涡，巴特罗之家仿佛一座魔幻王国，处处闪耀着高迪对自然的热爱与天马行空的想象。地址：Passeig de Gràcia, 43, 08007 Barcelona开放时间：每日9:00—21:00 （20:00后停止入场）#圣诞# #旅游# #欧洲旅游攻略# #旅行# #欧洲旅行# #欧洲旅游# #欧洲# #巴塞罗那# 收起全文d",2017年12月09日 22:32,评论 , 1,,2017,12,09,22:32,201712,99,0.04602510460251046
122,秋凉似水2011,巴特罗之家。西班牙著名建筑大师的作品。它的导播器非常有特色，用一个手机改变的AR实景展示器，对着相应地数字它会实景展示原来的家庭设施，还有动漫效果，中文解说也非常流畅。 2西班牙·巴塞罗那 ​,2017年12月09日 15:18,评论 , 1,西班牙·巴塞罗那,2017,12,09,15:18,201712,101,0.15730337078651685
127,巴特罗之家,【小秘密】巴特罗之家内唯一的一户私人住宅，走在楼梯间时记得放低音量，别吵到老奶奶了！#现代主义建筑##巴特罗之家##建筑# ​,2017年12月08日 17:20,评论 2, 3,,2017,12,08,17:20,201712,106,0.19310344827586207
129,Jinyu_Miko,2西班牙·Casa Batlló 巴特罗之家 2西班牙·巴塞罗那 ​,2017年12月08日 05:12,评论 , 3,西班牙·Casa Batlló西班牙·巴塞罗那,2017,12,08,05:12,201712,107,0.2413793103448276
130,松饼菜菜籽,被高迪震撼的一天#圣家堂##米拉之家##巴特罗之家#  感叹高迪把自然主义这四个字表现得淋漓尽致 世间万物都是美好的 看你怎么理解它了 2西班牙·米拉之家 ​,2017年12月07日 18:46,评论 , 4,西班牙·米拉之家,2017,12,07,18:46,201712,108,0.17391304347826086
131,巴塞罗那-阿尔格尔酒店,#巴特罗之家##巴塞罗那旅游##巴塞罗那旅行#2西班牙·巴特罗之家 2西班牙 ​,2017年12月07日 12:58,评论 , 1,西班牙·巴特罗之家西班牙,2017,12,07,12:58,201712,109,0.22950819672131148
133,芝麻Tu小助手,巴特罗之家，是高迪留下来的另一个让人津津乐道的建筑。19世纪末巴塞罗那涌现出一大波新兴资产阶级，他们离开拥挤的老城，聘请建筑师在北边修建各种即使在现在看来都很现代的住宅。这一场轰轰烈烈城市扩张，也让巴塞罗那成为当时现代主义建筑的中心。高迪设计的巴特罗之家，已海洋为主题，充满了趣味。像鱼眼一样的顶灯，楼梯旁特别的玻璃让你仿佛在海中穿行。还有楼顶那些漂亮的雕塑，其实也是实用的烟囱。#带着微博去旅行# 请跟随#芝麻Tu#的脚步继续探索#西班牙# 好吃好喝好住好玩，还有美图#微博摄影大赛# 收起全文d,2017年12月07日 08:47,评论 , 1,,2017,12,07,08:47,201712,111,0.09063444108761329
134,巴特罗之家,你还不知道今年巴特罗之家首次到达亚洲吗？跨国合作的“高迪筑迹”特展目前现身香港，想看迷你版的巴特罗之家就快到德福广场吧！展览只到1月1日止。#巴特罗之家#香港#德福广场#建筑#高迪筑迹# L巴特罗之家的秒拍视频 ​,2017年12月07日 08:16,评论 2, 2,,2017,12,07,08:16,201712,112,0.17989417989417988
138,大A在路上,#巴特罗之家##高迪朝圣之行# 补几张怪兽屋外贸！ 2西班牙·巴塞罗那 ​,2017年12月06日 21:57,评论 , ,西班牙·巴塞罗那,2017,12,06,21:57,201712,115,0.23529411764705882
139,巴特罗之家,持有国航登机牌的旅客及国航凤凰知音会员，在网上购买巴特罗之家门票时输入优惠券码“AirChina”即可获得价值5欧的Fast Pass快速通道使用卷，让您无需排队直接参观巴特罗之家！活动直到年底为止：O网页链接#巴特罗之家##旅游##中国国际航空##FastPass# ​,2017年12月06日 20:46,评论 , 1,,2017,12,06,20:46,201712,116,0.09174311926605505
