,USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION,YEAR,MONTH,DAY,TIME,YEARMONTH,Flag,temp
204,好摄的老贺,这么不起眼建筑却是世界文化遗产 西班牙建筑大咖从头跟你说究竟（2）结识莫逆之交1878年是高蒂职业生涯中最为关键的一年。这年，他不仅获得了建筑师的称号，更主要的是结识了欧塞维奥·古埃尔这位后来成为他的保护人和同盟者的朋友。古埃尔既不介意高迪那落落寡合的性格，也不在意他那乖张古怪的脾气，因为他深信，站在他面前的是一位建筑学天才。看来，他也已认同了这样一个真理：“正常人往往没有什么才气，而天才却常常像个疯子。”高迪的每一个新奇的构思，在旁人看来都可能是绝对疯狂的想法，但在古埃尔那里总能引起欣喜若狂的反应。由高迪设计和古埃尔出资建筑的古埃尔庄园、墓室、殿堂、公园、宅邸、亭台等，都成了属于西班牙和全世界的建筑艺术杰作。高蒂在此中得到的是每个创作者所渴望的东西：充分自由地表现自我，而不必后顾财力之忧。看过高迪的作品，最大的感受就是繁复。几乎没有那种平常百姓家的横平竖直的设计古埃尔宫（又叫奎尔宫）是欧塞维奥‧古埃尔公爵委托设计的宅第。由于不计成本、工料，高迪运用最好的石材、铸铁、木料建造，使它成为当时最昂贵的建筑。高迪的建筑占地面积并不大，但都是在建筑材料和设计上费工费力 收起全文d,2017年12月08日 22:12,评论 , 1,,2017,12,08,22:12,201712,21,0.026981450252951095
211,MMOOXXII莫X,有味道的旅游景点啊……山寨的古埃尔公园，高迪棺材板都快压不住了。,2017年12月06日 22:22,评论 , ,,2017,12,06,22:22,201712,22,0.10606060606060606
221,枣庄范康,10、高迪是西班牙建筑师，塑性建筑流派的代表人物，设计过古埃尔公园、巴特罗公寓、圣家族教堂等。高迪一生的作品中，有17项被西班牙列为国家级文物。是纪念高迪诞辰150周年于2002年推出的限量款钢笔笔身由日本著名建筑家田中裕也由高迪的“曲线属于上帝”出发，结合高迪的建筑特色设计整笔纵向无任何直线段，所有金属件均采用曲线设计笔尖为长原宣义专门打磨的特殊笔尖，不属于任何一款长刀研的打磨方式，只为这只钢笔制作（粗细类似NB尖，但角度粗细变化不同）整笔纯铜，长度超过149，重约70g 收起全文d,2017年12月06日 19:41,评论 , ,,2017,12,06,19:41,201712,23,0.05217391304347826
245,SHEROZan,从古埃尔公园到米拉之家        高迪心里一定住着一座童话王国🤴👸#巴塞罗那# 2西班牙·巴塞罗那 ​,2017年12月04日 19:09,评论 2, 6,西班牙·巴塞罗那,2017,12,04,19:09,201712,25,0.33986928104575165
269,一只小海猿,世界文化遗产  ·  古埃尔公园 2西班牙·巴塞罗那 ​,2017年12月01日 06:06,评论 , 1,西班牙·巴塞罗那,2017,12,01,06:06,201712,26,0.25
1001,野马一匹,高迪展，现在来看就有点像我国建筑外面贴的一块块瓷砖…难道我们的瓷砖是从此找到的灵感楼上俯瞰奎尔公园，以及穿梭在巴特罗之家迷宫走廊，大师的艺术我现在还真欣赏不了 2上海·江边城外（大悦城店） ​,2017年12月31日 03:52,评论 , 2,上海·江边城外（大悦城店）,2017,12,31,03:52,201712,27,0.19387755102040816
1002,胡恩绮Heidi,Park quell 奎尔公园（古埃尔公园）上帝的游乐场🎠 2西班牙·巴塞罗那 ​,2017年12月29日 23:19,评论 , 5,西班牙·巴塞罗那,2017,12,29,23:19,201712,28,0.3120567375886525
1003,米诺小金鱼的快乐,#我们去旅行#班牙奎尔公园，这样一个充满童趣的地方，镶嵌着彩色马赛克的墙壁、小路、长椅像极了童话里的姜饼小屋！喜欢旅行请关.注.我！ ​,2017年12月29日 21:52,评论 , ,,2017,12,29,21:52,201712,29,0.09523809523809523
1004,Bella楚吖,行程顺序临时调整了，提前买的1.4号上午 奎尔公园的门票用不了啦。重新买了三号的如果有需要的小伙伴有缘刷到这条微博私信我哦 我把电子票发你邮箱打印了就可以用哦。对了，免费的哈，不用也是浪费了 攒个人品呗 2葡萄牙 ​,2017年12月29日 19:42,评论 , 2,葡萄牙,2017,12,29,19:42,201712,30,0.125
1006,李导2008,大概是因为这里的天太蓝，才让西班牙的艺术家都偏爱蓝色！米拉之家、巴特约之家、奎尔公园，第一次为一个艺术家的惊人才华所折服，叹为观止！！ 2西班牙·巴塞罗那 ​,2017年12月29日 02:38,评论 1, 8,西班牙·巴塞罗那,2017,12,29,02:38,201712,31,0.2905027932960894
1007,Ver2无厘头King,Day13.📍奎尔公园📍主教堂📍再次打卡MELO-JIĀ 好吃的中餐👍🏻量大味美在酒店吃早饭的时候 自制奶茶 不谦虚地说完全可以碾压马德里的所有奶茶店 老公都说好喝 吼吼吼〰明天早上再自制一杯 走人✈️ ​,2017年12月28日 21:42,评论 2, 2,,2017,12,28,21:42,201712,32,0.10837438423645321
1008,密斯脱邹,旅西班牙时，见到高迪的杰作米拉之家，奎尔公园，甚感讶异。想不到还有这么多令人脑洞大开之建筑！,2017年12月28日 08:00,评论 , ,,2017,12,28,08:00,201712,33,0.0821917808219178
1009,Negritobeyourself,#Barcelona💛🇪🇸圣家族大教堂&巴特罗之家&米拉之家&奎尔公园&诺坎普 2西班牙·巴塞罗那 ​,2017年12月28日 07:11,评论 , 9,西班牙·巴塞罗那,2017,12,28,07:11,201712,34,0.3841059602649007
1012,meidusha66,仿造奎尔公园的一角 ​,2017年12月26日 21:44,评论 , ,,2017,12,26,21:44,201712,35,0.12612612612612611
1013,芝芝莓果崽崽,奎尔公园，高迪的作品之一，真真儿的觉得是鬼才啊，疯子啊！真好看，有生之年一定再来一次！ 2西班牙·奎尔公园 ​,2017年12月26日 19:57,评论 , ,西班牙·奎尔公园,2017,12,26,19:57,201712,36,0.2064516129032258
1015,痴花姑娘_570,#带着微博去旅行# 奎尔公园，高迪留给大人们的乐园。 ​,2017年12月11日 06:05,评论 , 1,,2017,12,11,06:05,201712,37,0.15625
1016,用户6393974231,#现在不努力等什么时候#【奎尔公园】奎尔公园位于西班牙巴塞罗那市区北部，占地20公顷，原来是巴塞罗那富商艾乌塞比奎尔伯爵计划建立的一个社区旧址，建于1900年。从1906年到1926年，高迪在这里工作和生活了整整20年。他的自然主义理念在这里逐步成熟并得到了充分展现。 ​,2017年12月11日 02:42,评论 , ,,2017,12,11,02:42,201712,38,0.1271186440677966
1017,斯文优雅杀食莫艳斐,奎尔公园好多颜值好高的情侣们在热吻 看得我好热啊 2西班牙·巴塞罗那 L斯文优雅杀食莫艳斐的秒拍视频 ​,2017年12月10日 21:53,评论 2, 2,西班牙·巴塞罗那,2017,12,10,21:53,201712,39,0.23684210526315788
1018,晨星燃烧,我现在真的很想知道尤里奥和奥总为什么会在奎尔公园讲那一段独白了，朋友们，奎尔公园在郊区啊，在山上啊，你们这样都能偶遇真的是上天注定的缘分了。 ​,2017年12月09日 21:43,评论 10, 1,,2017,12,09,21:43,201712,40,0.12790697674418605
1019,醉语真言,多彩梦幻奎尔公园，高迪设计并居住在这里~photo by cz ​,2017年12月09日 18:26,评论 , 1,,2017,12,09,18:26,201712,41,0.18045112781954886
1020,evlina,☔️等起飞刷一波圣家堂、米拉之家、奎尔公园⛲️天才高迪 2荷兰·阿姆斯特丹史基浦机场 ​,2017年12月09日 01:26,评论 3, 3,荷兰·阿姆斯特丹史基浦机场,2017,12,09,01:26,201712,42,0.20833333333333334
1022,泰迪达人,西班牙🇪🇸～伟大的设计师建筑师高迪  他设计的圣家族教堂、奎尔公园充满了对大自然的爱  米拉公寓、巴特罗公寓的设计像海浪、像蜂窝、像熔岩构成的波浪与众不同...... 2西班牙 ​,2017年12月07日 17:02,评论 , 1,西班牙,2017,12,07,17:02,201712,43,0.25263157894736843
1025,StephanieeeeeAu,Day 1去了奎爾公園高第大師的作品 ​,2017年12月05日 11:05,评论 , ,,2017,12,05,11:05,201712,44,0.08333333333333333
1031,杨大人Yy,奎尔公园高迪故居蓝天绿树寒风美景 2西班牙·巴塞罗那 ​,2017年12月02日 17:41,评论 , ,西班牙·巴塞罗那,2017,12,02,17:41,201712,45,0.28125
1035,芋安园今天燃烧卡路里了吗,Barcelona是现在最喜欢的一个欧洲城市了圣家堂教堂 奎尔公园 米拉之家 巴特略之家——高迪可能是巴塞罗那之魂Shopping night逛街的惊喜是把服装店变成了酒吧迪厅 2西班牙·巴塞罗那 ​,2017年12月01日 06:44,评论 , 14,西班牙·巴塞罗那,2017,12,01,06:44,201712,46,1.0
290,爱豆room,#艺术##建筑# 安东尼·高迪西班牙建筑师，塑性建筑流派的代表人物，属于现代主义建筑风格。设计过很多作品，主要有古埃尔公园、米拉公寓、巴特罗公寓、圣家族教堂等。高迪一生的作品中，有17项被西班牙列为国家级文物，7项被联合国科教文组织列为世界文化遗产。 ​,2017年11月29日 09:14,评论 , 2,,2017,11,29,09:14,201711,1,0.08823529411764706
309,謝芷倫JanTse,古埃爾公園裡嘅長椅是世上最長的，圖案由馬賽克圖案嘅瓷磚砌成。 ​,2017年11月27日 17:48,评论 5, 53,,2017,11,27,17:48,201711,2,0.04878048780487805
319,謝芷倫JanTse,我很喜歡美麗的建築物，去旅行一定會觀賞每個地方的特色建築物 🏡 這是巴塞羅那古埃爾公園：一座獻給上帝的遊樂場 。一個我未去過的藝術之都。 ​,2017年11月27日 00:09,评论 4, 39,,2017,11,27,00:09,201711,3,0.05063291139240506
320,PACOTORA,【城市】西班牙的巴塞罗那是西班牙第二大城市，也是加泰罗尼亚自治区首府，它拥有很多梦幻般的建筑，其中圣家族大教堂、古埃尔公园、米拉之家等都是游客光顾的人气圣地，巴塞罗那气候宜人、风光旖旎、古迹遍布，素有“伊比利亚半岛的明珠”之称，是西班牙最著名的旅游胜地。 ​,2017年11月26日 21:45,评论 4, ,,2017,11,26,21:45,201711,4,0.057971014492753624
327,薛定谔的小猫,发表了博文《2017西班牙和摩洛哥游记020：古埃尔公园》没人会错过的古埃尔公园暴露年龄了1992年的巴塞罗那奥运会前前后后，电视里总是在播放那首“Barcelona……Viva……”的歌曲，反复滚动O2017西班牙和摩洛哥游记020：古埃尔公园 ​,2017年11月26日 13:12,评论 , ,,2017,11,26,13:12,201711,5,0.04477611940298507
336,妮爾特Nert,剛好複習到他，卡維特公寓是他最常規的作品，他的設計大部分沒受到當時zf官方肯定，好友居裡【古埃爾】和他的作品很有關係，為他設計了狩獵小屋，現在是巴塞羅那技術建築學院。居裡公園則是未完成作品，居裡提出想要英國式園林的構想，高蒂為他設計，但實際只完成兩個建築。(´･ω･`),2017年11月25日 08:24,评论 , 1,,2017,11,25,08:24,201711,6,0.013888888888888888
349,每筑建文,#每筑建文##设计秀# 巴塞罗那｜高迪处女作132年后正式开放，带你领略大师的“东方味儿”。文森之家建造于1883至1885年间，它是高迪从建筑学校毕业后承接的第一个重大工程，可谓是名副其实的“处女作”，2005年与圣家堂、古埃尔公园、米拉之家、巴特约之家等一起被列为世界文化遗产。 ​,2017年11月24日 10:36,评论 3, 51,,2017,11,24,10:36,201711,7,0.07894736842105263
413,超超超姑娘,⛺️从高迪的古埃尔公园到米拉之家童话般的世界嗯他心里一定有一座童话庄园然后一座座的拎出来建造在这地球上⛺️古埃尔公园曾经是一个居住区项目，只不过后来失败，导致烂尾，于是巴塞罗那政府把它收购了留作公园开发。从高高的角度望下去，有一种身处童话世界的感觉...⛺️米拉之家最美的就是它的楼顶了，烟囱被塑造成扭曲的各种形状，有的是楼梯间，有的是通气孔。在没有su建模的当时，他是怎么做出来这样的作品呢....据说高迪也没有图纸，只有一个手工小模型，一边建造一边抠细节，厉害。⛺️他做的这些建筑就像梦里出现的那种小矮人的房子一样可爱，但其实又不是杂乱无章的，很有逻辑性。这样一个既忙碌又有童心的高迪，像现实版的小王子。#高迪##巴塞罗那##跟着超姑娘去旅行##米拉之家##古埃尔公园# 2西班牙·巴塞罗那 收起全文d,2017年11月14日 03:13,评论 , 4,西班牙·巴塞罗那,2017,11,14,03:13,201711,8,0.03314917127071823
422,MsChaos,#2017东京秋叶# 公园里有个仿造古埃尔的地方。可爱的要命。还有很多芦苇荡，真是个休闲的好去处。逛到天黑才出来。工作人员骑着自行车到处找晚归的游客。原来是要锁门的。 2日本·东京 ​,2017年11月12日 12:36,评论 , 2,日本·东京,2017,11,12,12:36,201711,9,0.039603960396039604
441,和Lily一起看看看,打车去古埃尔公园，回程随意游走，徒步巴塞罗那的大街小巷。披着国旗游行的人们从我们身边经过，花店的老板示意我们看他美丽的花儿，再行赶上了凯旋门的品酒会，感受巴塞的热情 ​,2017年11月10日 10:42,评论 1, 1,,2017,11,10,10:42,201711,10,0.06451612903225806
464,猫月在别处,#带着微博去西班牙##带着微博去旅行# 用不同的角度看古埃尔公园。高迪，一个在巴塞罗那修建奇怪房子的人，一个说出“直线属于人类，而曲线属于上帝”那样言论的人，一个用尽全身力气拥抱大自然的人。正是这样一个平凡还有点疯癫的人，使整座城（巴塞罗那）显得格外耀眼。#巴塞罗那奇妙建筑之旅# ​,2017年11月08日 11:42,评论 , 1,,2017,11,08,11:42,201711,11,0.06622516556291391
472,XXX吖肥小女生衣橱志,yunfy6996【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2017年11月08日 04:14,评论 , ,,2017,11,08,04:14,201711,14,0.07042253521126761
475,从柠檬到柠檬汁,圣家大教堂－古埃尔公园，安东尼奥-高迪的代表作，天才的想象力，令人叹为观止。 2西班牙·圣家大教堂 ​,2017年11月08日 02:36,评论 , ,西班牙·圣家大教堂,2017,11,08,02:36,201711,13,0.1
492,咸阳文旅,#看世界# 巴塞罗那古埃尔公园是高迪为古埃尔伯爵在这座山坡上建造的一个美丽迷人的微型城市。这是一座充满梦幻般想象力的公园，也是世界文化遗产之一。 ​,2017年11月04日 20:40,评论 , 3,,2017,11,04,20:40,201711,15,0.07228915662650602
500,GP芝柏表,#Laureato带你看世界#这一站，巴塞罗那！在圣家族大教堂，在古埃尔公园，在巴塞罗那的每一个街角，都能发现19世纪末席卷欧洲的新艺术浪潮的痕迹。高迪将自然的再现与人类的幻想融入进一切建筑，构建荒诞不经而富于浪漫主义的作品，Laureato桂冠系列邀您一起，进入高迪超前而奇幻的艺术世界。 ​,2017年11月03日 12:00,评论 6, 39,,2017,11,03,12:00,201711,16,0.038461538461538464
502,-小小丸-,6/8巴特罗之家➡️米拉之家➡️圣家堂的类似纪念碑谷的配色简直绝了➡️在圣家堂俯瞰整个巴塞罗那很是壮观➡️古埃尔公园➡️在西班牙爱上各种海鲜饭 不怎么喝酒的我也沉迷于SANGRIA无法自拔 一天喝两次 美滋滋➡️晚上和小伙伴在airbnb做了一顿自己折餐巾纸 自己敲冰块配酒的晚餐 今天晚饭自制的sangria 小伙伴只在一个杯子里放了葡萄 正好被我喝到～今天我是lucky girl !!! 同样 今天也是精致的猪猪女孩➡️巴塞罗那 干杯🍻 2西班牙·Barcelona Sants 收起全文d,2017年11月03日 07:20,评论 5, 10,西班牙·Barcelona Sants,2017,11,03,07:20,201711,17,0.0311284046692607
504,玖月晴川閣,圣家堂🔜米拉之家🔚古埃尔公园 2西班牙·巴塞罗那 ​,2017年11月03日 01:22,评论 , 4,西班牙·巴塞罗那,2017,11,03,01:22,201711,18,0.17142857142857143
1037,yueyue110837,#如果# #下雨#【奎尔公园】奎尔公园位于西班牙巴塞罗那市区北部，占地20公顷，原来是巴塞罗那富商艾乌塞比奎尔伯爵计划建立的一个社区旧址，建于1900年。从1906年到1926年，高迪在这里工作和生活了整整20年。[落叶]他的自然主义理念在这里逐步成熟并得到了充分展现。 ​,2017年11月30日 16:04,评论 , ,,2017,11,30,16:04,201711,21,0.0547945205479452
1040,埃菲尔欧洲英国旅游,这座城市很高迪说巴塞罗那很高迪，一点不言过！除了一直还在建设中的圣家大教堂外，更有巴特约之家、米拉之家等！这座城市本身就很吸引人，但是更有很多人又是因为高迪而来！奎尔公园是一个很有特色的小公园，因为高迪的设计，让他很有童话感！ ​,2017年11月28日 17:10,评论 , ,,2017,11,28,17:10,201711,20,0.11290322580645161
1042,Eudemonia芳疗工作室,✈汉莎航空超经舱 （舒适旅程 ＆ 两件托运行李）·📦全程甄选入住当地四-五星级酒店，保证入住五晚五星级酒店·🎉七大入内景点：佩纳宫、塞维利亚大教堂、马德里皇宫、阿尔罕布拉宫、阿尔卡萨城堡、圣家族、奎尔公园·看正宗弗拉明戈舞，感受舞者的慷慨、狂热、豪放... ​,2017年11月27日 16:33,评论 , ,,2017,11,27,16:33,201711,22,0.05755395683453238
1043,Eudemonia芳疗工作室,巴塞罗那奎尔公园，这样一个充满童趣的地方，镶嵌着彩色马赛克的墙壁、小路、长椅、像极了童话里的姜饼小屋！💜【众信全球旅游专家 ，专注深度定制旅行！ 一地一色彩，无处不心动，起航— 踏遍万水千山！】 ​,2017年11月27日 14:44,评论 , ,,2017,11,27,14:44,201711,23,0.07407407407407407
1048,LeoCnadore,前往奎尔公园，寻找高迪🏃 2西班牙·皇冠假日巴塞罗那菲拉中心酒店(Crowne Plaza Barcelona Fira Center 4*Sup) ​,2017年11月26日 18:12,评论 , 2,西班牙·皇冠假日巴塞罗那菲拉中心酒店(Crowne Plaza Barcelona Fira Center 4*Sup),2017,11,26,18:12,201711,24,0.09411764705882353
1049,哦蕾蕾是,565dq【奎尔公园】奎尔公园犹如一个童话世界一般，又像一件悬挂在空中的巨型艺术作品，处处能带给人惊喜。如果您是位对生活充满想象的人，如果您是位对艺术有热情的人，奎尔公园就是您一定要去的，这也是巴塞罗那最值得去的地方。 ​,2017年11月26日 01:05,评论 , ,,2017,11,26,01:05,201711,64,0.06666666666666667
1050,希之冷水Angela,圣家族大教堂，完全改变了我以往对教堂的看法，这座大教堂至今尚未完全竣工；巴特罗之家；米拉之家；奎尔公园----高迪，孤独的天才。怀念在巴塞罗那的日子，一座流动的童话之城。,2017年11月11日 19:11,评论 , ,,2017,11,11,19:11,201711,26,0.10638297872340426
1051,等不到恩爱浴室PLAY不改名的妮子,早上去了奎尔公园喝了熱朱古力和巧克力冰激淩然後去了波盖利亚市场#ちゅんたかスペイン取材# ​,2017年11月25日 21:55,评论 , 14,,2017,11,25,21:55,201711,27,0.14545454545454545
1052,波若登录,沐浴陽光與時間相依相偎，做個慵懶的乖寶寶......高迪留給了我們一個童話般的「傳達室」！遊蕩在奎爾公園，閒逛逛、曬曬黑和想想你！ 2西班牙·巴塞罗那奎尔行政公寓(My Space Barcelona Park Güell Apartments) ​,2017年11月24日 20:57,评论 , ,西班牙·巴塞罗那奎尔行政公寓(My Space Barcelona Park Güell Apartments),2017,11,24,20:57,201711,28,0.08955223880597014
1053,柒柒看世界,奎尔公园位于巴塞罗那市区北，是1914年富商艾乌塞比奎尔伯爵出资委托高迪设计的社区旧址，1922年市政府将其收购开辟为社区公园 2西班牙·古埃尔公园 ​,2017年11月24日 20:27,评论 , 1,西班牙·古埃尔公园,2017,11,24,20:27,201711,29,0.09411764705882353
1054,柒柒看世界,奎尔公园内小憩一下 2西班牙·古埃尔公园 L菩提心may的秒拍视频 ​,2017年11月24日 20:06,评论 , ,西班牙·古埃尔公园,2017,11,24,20:06,201711,30,0.18181818181818182
1055,abc12393668,发表了一篇转载博文《[转载]【西班牙】走进高迪的童话世界·奎尔公园》O[转载]【西班牙】走进高迪的童话世界·奎尔公园 ​,2017年11月24日 14:58,评论 , ,,2017,11,24,14:58,201711,31,0.2028985507246377
1056,稀饭旅行,西班牙+葡萄牙（过年团🇪🇸🇵🇹）燃情阳光之旅精致小团 2月15日/2月16日出发📍🈶 品质酒店：全程精选4星🈶 舌尖美食：烤乳猪🐷西班牙海鲜饭🈶 尊享入内： 世界遗产—圣家族大教堂&奎尔公园&马德里皇宫🈶 精心安排私奔小镇龙达&欧洲大阳台米哈斯&婚礼之城奥比杜斯#创世旅行##西班牙##葡萄牙# 收起全文d,2017年11月24日 10:20,评论 , ,,2017,11,24,10:20,201711,32,0.04938271604938271
1058,智慧终南,#带着微博去旅行# 【2017感恩之旅🇪🇸西班牙❤️巴塞罗那Day 2 • Zumba💃】        震撼到高迪的传奇之作，巴塞罗那圣家族大教堂，感叹神的奇妙借高迪之手展现耶稣和福音历史。这个大教堂开始建于100多年以前；几代人的工程现在仍在继续，预计到2026年完工！        参观游览了高迪.奎尔公园，惊叹于他的奇妙构思，天斧神功，资本与建筑天才的结合造就了今天的历史文化遗产。        晚上欣赏了传说中的西班牙Flaminco， 热情奔放，自由的灵魂之舞💃L智慧终南的秒拍视频 收起全文d,2017年11月23日 21:43,评论 , ,,2017,11,23,21:43,201711,33,0.05303030303030303
1060,ladyxiuxiu,西班牙旅行景点之二十“奎尔公园”；位于西班牙巴塞罗那市区市北，占地20公顷，原来是巴塞罗那富商艾乌塞比奎尔伯爵计划建立并由高迪设计的一个社区旧址，建于1900-1914年，被联合国教科文组织列入世界文化遗产，1922年，市政府将其收购，开辟为社区公园对外开放。 2西班牙·巴塞罗那 ​,2017年11月23日 04:51,评论 , 3,西班牙·巴塞罗那,2017,11,23,04:51,201711,34,0.052980132450331126
